TIME IN SEC.,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.0,48.83,0.0,-48.83,-24.415,48.83,-24.415,-117.192,-48.83,-253.916,-39.064,68.362,146.49
0.002,48.83,0.0,-48.83,-24.415,48.83,-24.415,-117.192,-48.83,-253.916,-39.064,68.362,146.49
0.004,48.83,0.0,-48.83,-24.415,48.83,-24.415,-117.192,-48.83,-253.916,-39.064,68.362,146.49
0.006,48.83,0.0,-48.83,-24.415,48.83,-24.415,-117.192,-48.83,-253.916,-39.064,68.362,146.49
0.008,58.596,9.766,-48.83,-34.181,53.713,-19.532,-126.958,-53.713,-263.682,-48.83,78.128,151.373
0.01,58.596,9.766,-48.83,-34.181,53.713,-19.532,-126.958,-58.596,-263.682,-48.83,78.128,156.256
0.012,58.596,9.766,-48.83,-34.181,53.713,-19.532,-126.958,-63.479,-263.682,-48.83,78.128,161.139
0.014,58.596,9.766,-48.83,-34.181,53.713,-19.532,-126.958,-68.362,-263.682,-48.83,78.128,166.022
0.016,68.362,19.532,-48.83,-43.947,58.596,-14.649,-131.841,-78.128,-273.448,-48.83,87.894,170.905
0.018,68.362,19.532,-48.83,-43.947,58.596,-14.649,-136.724,-78.128,-273.448,-48.83,87.894,175.788
0.02,68.362,19.532,-48.83,-43.947,58.596,-14.649,-141.607,-78.128,-273.448,-48.83,87.894,180.671
0.022,68.362,19.532,-48.83,-43.947,58.596,-14.649,-146.49,-78.128,-273.448,-48.83,87.894,185.554
0.024,68.362,19.532,-48.83,-43.947,58.596,-14.649,-161.139,-83.011,-278.331,-58.596,92.777,200.203
0.026,68.362,19.532,-48.83,-43.947,58.596,-14.649,-166.022,-87.894,-283.214,-58.596,97.66,205.086
0.028,68.362,19.532,-48.83,-43.947,58.596,-14.649,-170.905,-92.777,-288.097,-58.596,102.543,209.969
0.03,68.362,19.532,-48.83,-43.947,58.596,-14.649,-175.788,-97.66,-292.98,-58.596,107.426,214.852
0.032,68.362,19.532,-48.83,-43.947,58.596,-14.649,-190.437,-112.309,-302.746,-58.596,117.192,224.618
0.034,68.362,19.532,-48.83,-43.947,58.596,-14.649,-195.32,-117.192,-312.512,-58.596,117.192,224.618
0.036,68.362,19.532,-48.83,-43.947,58.596,-14.649,-200.203,-122.075,-322.278,-58.596,117.192,224.618
0.038,68.362,19.532,-48.83,-43.947,58.596,-14.649,-205.086,-126.958,-332.044,-58.596,117.192,224.618
0.04,78.128,29.298,-48.83,-53.713,63.479,-9.766,-219.735,-141.607,-341.81,-68.362,126.958,229.501
0.042,78.128,29.298,-48.83,-53.713,63.479,-9.766,-224.618,-146.49,-351.576,-68.362,126.958,234.384
0.044,78.128,29.298,-48.83,-53.713,63.479,-9.766,-229.501,-151.373,-361.342,-68.362,126.958,239.267
0.046,78.128,29.298,-48.83,-53.713,63.479,-9.766,-234.384,-156.256,-371.108,-68.362,126.958,244.15
0.048,83.011,34.181,-48.83,-58.596,68.362,-4.883,-244.15,-175.788,-385.757,-73.245,136.724,249.033
0.05,87.894,39.064,-48.83,-63.479,68.362,-4.883,-253.916,-185.554,-400.406,-78.128,136.724,253.916
0.052,92.777,43.947,-48.83,-68.362,73.245,0.0,-263.682,-195.32,-415.055,-83.011,136.724,258.799
0.054,97.66,48.83,-48.83,-73.245,73.245,0.0,-273.448,-205.086,-429.704,-87.894,136.724,263.682
0.056,107.426,53.713,-53.713,-78.128,83.011,0.0,-283.214,-224.618,-444.353,-92.777,141.607,268.565
0.058,107.426,58.596,-48.83,-83.011,78.128,4.883,-292.98,-234.384,-459.002,-97.66,146.49,273.448
0.06,107.426,63.479,-43.947,-83.011,78.128,9.766,-302.746,-244.15,-473.651,-102.543,151.373,278.331
0.062,107.426,68.362,-39.064,-87.894,73.245,14.649,-312.512,-253.916,-488.3,-107.426,156.256,283.214
0.064,117.192,73.245,-43.947,-92.777,83.011,14.649,-322.278,-268.565,-512.715,-112.309,170.905,297.863
0.066,117.192,78.128,-39.064,-97.66,78.128,19.532,-332.044,-283.214,-527.364,-117.192,175.788,302.746
0.068,117.192,83.011,-34.181,-97.66,78.128,24.415,-341.81,-297.863,-542.013,-122.075,180.671,307.629
0.07,117.192,87.894,-29.298,-102.543,73.245,29.298,-351.576,-312.512,-556.662,-126.958,185.554,312.512
0.072,122.075,102.543,-19.532,-112.309,73.245,43.947,-361.342,-327.161,-576.194,-136.724,195.32,327.161
0.074,126.958,107.426,-19.532,-117.192,73.245,43.947,-371.108,-341.81,-585.96,-136.724,205.086,332.044
0.076,131.841,112.309,-19.532,-122.075,78.128,48.83,-380.874,-356.459,-595.726,-136.724,214.852,336.927
0.078,136.724,117.192,-19.532,-126.958,78.128,48.83,-390.64,-371.108,-605.492,-136.724,224.618,341.81
0.08,141.607,126.958,-14.649,-131.841,78.128,58.596,-400.406,-395.523,-615.258,-146.49,239.267,341.81
0.082,146.49,136.724,-9.766,-141.607,78.128,63.479,-410.172,-410.172,-625.024,-146.49,244.15,341.81
0.084,151.373,146.49,-4.883,-146.49,78.128,73.245,-419.938,-424.821,-634.79,-146.49,249.033,341.81
0.086,156.256,156.256,0.0,-156.256,78.128,78.128,-429.704,-439.47,-644.556,-146.49,253.916,341.81
0.088,166.022,170.905,4.883,-166.022,83.011,87.894,-444.353,-454.119,-654.322,-136.724,268.565,341.81
0.09,166.022,185.554,19.532,-175.788,73.245,102.543,-459.002,-468.768,-654.322,-136.724,273.448,341.81
0.092,166.022,200.203,34.181,-180.671,68.362,117.192,-473.651,-483.417,-654.322,-136.724,278.331,341.81
0.094,166.022,214.852,48.83,-190.437,58.596,131.841,-488.3,-498.066,-654.322,-136.724,283.214,341.81
0.096,170.905,234.384,63.479,-200.203,53.713,151.373,-507.832,-512.715,-639.673,-122.075,292.98,341.81
0.098,175.788,244.15,68.362,-209.969,53.713,156.256,-517.598,-517.598,-634.79,-117.192,302.746,341.81
0.1,180.671,253.916,73.245,-214.852,53.713,166.022,-527.364,-522.481,-629.907,-112.309,312.512,341.81
0.102,185.554,263.682,78.128,-224.618,53.713,170.905,-537.13,-527.364,-625.024,-107.426,322.278,341.81
0.104,190.437,283.214,92.777,-234.384,48.83,190.437,-546.896,-537.13,-605.492,-92.777,332.044,351.576
0.106,195.32,292.98,97.66,-244.15,48.83,195.32,-556.662,-537.13,-585.96,-78.128,341.81,351.576
0.108,200.203,302.746,102.543,-249.033,48.83,205.086,-566.428,-537.13,-566.428,-63.479,351.576,351.576
0.11,205.086,312.512,107.426,-258.799,48.83,209.969,-576.194,-537.13,-546.896,-48.83,361.342,351.576
0.112,205.086,327.161,122.075,-263.682,43.947,224.618,-585.96,-532.247,-507.832,-19.532,375.991,351.576
0.114,205.086,332.044,126.958,-268.565,39.064,229.501,-585.96,-527.364,-478.534,0.0,380.874,351.576
0.116,205.086,336.927,131.841,-268.565,39.064,234.384,-585.96,-522.481,-449.236,19.532,385.757,351.576
0.118,205.086,341.81,136.724,-273.448,34.181,239.267,-585.96,-517.598,-419.938,39.064,390.64,351.576
0.12,205.086,346.693,141.607,-273.448,34.181,244.15,-576.194,-502.949,-380.874,68.362,405.289,346.693
0.122,205.086,351.576,146.49,-278.331,29.298,249.033,-576.194,-488.3,-341.81,87.894,410.172,341.81
0.124,205.086,356.459,151.373,-278.331,29.298,253.916,-576.194,-473.651,-302.746,107.426,415.055,336.927
0.126,205.086,361.342,156.256,-283.214,24.415,258.799,-576.194,-459.002,-263.682,126.958,419.938,332.044
0.128,200.203,361.342,161.139,-278.331,19.532,263.682,-566.428,-434.587,-209.969,156.256,419.938,322.278
0.13,195.32,361.342,166.022,-278.331,14.649,263.682,-556.662,-410.172,-166.022,175.788,419.938,312.512
0.132,190.437,361.342,170.905,-273.448,9.766,268.565,-546.896,-385.757,-122.075,195.32,419.938,302.746
0.134,185.554,361.342,175.788,-273.448,4.883,268.565,-537.13,-361.342,-78.128,214.852,419.938,292.98
0.136,180.671,351.576,170.905,-263.682,4.883,263.682,-512.715,-336.927,-24.415,229.501,415.055,273.448
0.138,175.788,351.576,175.788,-263.682,0.0,263.682,-498.066,-312.512,19.532,244.15,410.172,263.682
0.14,170.905,351.576,180.671,-258.799,-4.883,268.565,-483.417,-288.097,63.479,258.799,405.289,253.916
0.142,166.022,351.576,185.554,-258.799,-9.766,268.565,-468.768,-263.682,107.426,273.448,400.406,244.15
0.144,161.139,336.927,175.788,-249.033,-4.883,258.799,-449.236,-239.267,151.373,278.331,390.64,229.501
0.146,156.256,332.044,175.788,-244.15,-9.766,253.916,-429.704,-214.852,185.554,283.214,380.874,214.852
0.148,151.373,327.161,175.788,-239.267,-9.766,253.916,-410.172,-190.437,219.735,288.097,371.108,200.203
0.15,146.49,322.278,175.788,-234.384,-14.649,249.033,-390.64,-166.022,253.916,292.98,361.342,185.554
0.152,131.841,312.512,180.671,-219.735,-24.415,249.033,-366.225,-141.607,283.214,283.214,341.81,170.905
0.154,126.958,302.746,175.788,-214.852,-24.415,239.267,-351.576,-117.192,302.746,283.214,322.278,156.256
0.156,122.075,292.98,170.905,-205.086,-24.415,234.384,-336.927,-92.777,322.278,283.214,302.746,141.607
0.158,117.192,283.214,166.022,-200.203,-24.415,224.618,-322.278,-68.362,341.81,283.214,283.214,126.958
0.16,102.543,273.448,170.905,-185.554,-34.181,224.618,-302.746,-39.064,361.342,268.565,253.916,112.309
0.162,97.66,263.682,166.022,-180.671,-34.181,214.852,-283.214,-19.532,371.108,263.682,234.384,97.66
0.164,92.777,253.916,161.139,-170.905,-34.181,209.969,-263.682,0.0,380.874,258.799,214.852,83.011
0.166,87.894,244.15,156.256,-166.022,-34.181,200.203,-244.15,19.532,390.64,253.916,195.32,68.362
0.168,83.011,229.501,146.49,-156.256,-29.298,190.437,-224.618,34.181,390.64,234.384,170.905,53.713
0.17,78.128,214.852,136.724,-146.49,-29.298,175.788,-205.086,48.83,390.64,224.618,146.49,39.064
0.172,73.245,200.203,126.958,-136.724,-24.415,166.022,-185.554,63.479,390.64,214.852,122.075,24.415
0.174,68.362,185.554,117.192,-126.958,-24.415,151.373,-166.022,78.128,390.64,205.086,97.66,9.766
0.176,58.596,166.022,107.426,-112.309,-24.415,136.724,-151.373,87.894,375.991,195.32,73.245,-4.883
0.178,58.596,156.256,97.66,-107.426,-19.532,126.958,-136.724,97.66,371.108,185.554,58.596,-19.532
0.18,58.596,146.49,87.894,-102.543,-14.649,117.192,-122.075,107.426,366.225,175.788,43.947,-34.181
0.182,58.596,136.724,78.128,-97.66,-9.766,107.426,-107.426,117.192,361.342,166.022,29.298,-48.83
0.184,53.713,122.075,68.362,-87.894,-4.883,97.66,-87.894,131.841,346.693,156.256,9.766,-58.596
0.186,48.83,107.426,58.596,-78.128,-4.883,83.011,-78.128,136.724,332.044,146.49,0.0,-68.362
0.188,43.947,92.777,48.83,-68.362,0.0,73.245,-68.362,141.607,317.395,136.724,-9.766,-78.128
0.19,39.064,78.128,39.064,-58.596,0.0,58.596,-58.596,146.49,302.746,126.958,-19.532,-87.894
0.192,29.298,63.479,34.181,-43.947,0.0,48.83,-43.947,146.49,278.331,117.192,-24.415,-102.543
0.194,29.298,58.596,29.298,-43.947,0.0,43.947,-39.064,146.49,263.682,107.426,-29.298,-107.426
0.196,29.298,53.713,24.415,-39.064,4.883,39.064,-34.181,146.49,249.033,97.66,-34.181,-112.309
0.198,29.298,48.83,19.532,-39.064,4.883,34.181,-29.298,146.49,234.384,87.894,-39.064,-117.192
0.2,19.532,34.181,14.649,-24.415,4.883,24.415,-24.415,141.607,209.969,83.011,-39.064,-126.958
0.202,19.532,29.298,9.766,-24.415,4.883,19.532,-19.532,136.724,195.32,78.128,-39.064,-136.724
0.204,19.532,24.415,4.883,-19.532,9.766,14.649,-14.649,131.841,180.671,73.245,-39.064,-146.49
0.206,19.532,19.532,0.0,-19.532,9.766,9.766,-9.766,126.958,166.022,68.362,-39.064,-156.256
0.208,19.532,9.766,-9.766,-14.649,14.649,0.0,0.0,117.192,146.49,63.479,-29.298,-166.022
0.21,19.532,9.766,-9.766,-14.649,14.649,0.0,0.0,117.192,136.724,58.596,-29.298,-166.022
0.212,19.532,9.766,-9.766,-14.649,14.649,0.0,0.0,117.192,126.958,53.713,-29.298,-166.022
0.214,19.532,9.766,-9.766,-14.649,14.649,0.0,0.0,117.192,117.192,48.83,-29.298,-166.022
0.216,19.532,4.883,-14.649,-9.766,19.532,-4.883,9.766,112.309,97.66,43.947,-29.298,-170.905
0.218,19.532,0.0,-19.532,-9.766,19.532,-9.766,9.766,107.426,87.894,39.064,-29.298,-175.788
0.22,19.532,-4.883,-24.415,-4.883,19.532,-14.649,9.766,102.543,78.128,34.181,-29.298,-180.671
0.222,19.532,-9.766,-29.298,-4.883,24.415,-19.532,9.766,97.66,68.362,29.298,-29.298,-185.554
0.224,19.532,-19.532,-39.064,0.0,29.298,-29.298,0.0,83.011,58.596,19.532,-29.298,-185.554
0.226,19.532,-19.532,-39.064,0.0,29.298,-29.298,0.0,78.128,48.83,19.532,-29.298,-185.554
0.228,19.532,-19.532,-39.064,0.0,29.298,-29.298,0.0,73.245,39.064,19.532,-29.298,-185.554
0.23,19.532,-19.532,-39.064,0.0,29.298,-29.298,0.0,68.362,29.298,19.532,-29.298,-185.554
0.232,19.532,-19.532,-39.064,0.0,29.298,-29.298,-9.766,63.479,9.766,9.766,-29.298,-175.788
0.234,19.532,-19.532,-39.064,0.0,29.298,-29.298,-9.766,58.596,0.0,9.766,-29.298,-175.788
0.236,19.532,-19.532,-39.064,0.0,29.298,-29.298,-9.766,53.713,-9.766,9.766,-29.298,-175.788
0.238,19.532,-19.532,-39.064,0.0,29.298,-29.298,-9.766,48.83,-19.532,9.766,-29.298,-175.788
0.24,19.532,-19.532,-39.064,0.0,29.298,-29.298,-19.532,43.947,-34.181,9.766,-29.298,-166.022
0.242,19.532,-19.532,-39.064,0.0,29.298,-29.298,-19.532,39.064,-39.064,9.766,-29.298,-156.256
0.244,19.532,-19.532,-39.064,0.0,29.298,-29.298,-19.532,34.181,-43.947,9.766,-29.298,-146.49
0.246,19.532,-19.532,-39.064,0.0,29.298,-29.298,-19.532,29.298,-48.83,9.766,-29.298,-136.724
0.248,19.532,-19.532,-39.064,0.0,29.298,-29.298,-24.415,19.532,-63.479,9.766,-29.298,-122.075
0.25,19.532,-19.532,-39.064,0.0,29.298,-29.298,-29.298,19.532,-68.362,9.766,-29.298,-117.192
0.252,19.532,-19.532,-39.064,0.0,29.298,-29.298,-34.181,19.532,-73.245,9.766,-29.298,-112.309
0.254,19.532,-19.532,-39.064,0.0,29.298,-29.298,-39.064,19.532,-78.128,9.766,-29.298,-107.426
0.256,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,9.766,-87.894,0.0,-29.298,-107.426
0.258,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,9.766,-87.894,0.0,-29.298,-107.426
0.26,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,9.766,-87.894,0.0,-29.298,-107.426
0.262,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,9.766,-87.894,0.0,-29.298,-107.426
0.264,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,0.0,-97.66,-9.766,-19.532,-97.66
0.266,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,0.0,-97.66,-9.766,-19.532,-97.66
0.268,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,0.0,-97.66,-9.766,-19.532,-97.66
0.27,19.532,-19.532,-39.064,0.0,29.298,-29.298,-48.83,0.0,-97.66,-9.766,-19.532,-97.66
0.272,9.766,-19.532,-29.298,4.883,19.532,-24.415,-48.83,-9.766,-87.894,-19.532,-19.532,-107.426
0.274,9.766,-19.532,-29.298,4.883,19.532,-24.415,-48.83,-9.766,-87.894,-19.532,-19.532,-107.426
0.276,9.766,-19.532,-29.298,4.883,19.532,-24.415,-48.83,-9.766,-87.894,-19.532,-19.532,-107.426
0.278,9.766,-19.532,-29.298,4.883,19.532,-24.415,-48.83,-9.766,-87.894,-19.532,-19.532,-107.426
0.28,9.766,-24.415,-34.181,4.883,19.532,-29.298,-39.064,-9.766,-87.894,-19.532,-19.532,-97.66
0.282,9.766,-29.298,-39.064,9.766,24.415,-34.181,-39.064,-9.766,-87.894,-19.532,-19.532,-97.66
0.284,9.766,-34.181,-43.947,9.766,24.415,-39.064,-39.064,-9.766,-87.894,-19.532,-19.532,-97.66
0.286,9.766,-39.064,-48.83,14.649,29.298,-43.947,-39.064,-9.766,-87.894,-19.532,-19.532,-97.66
0.288,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,-9.766,-78.128,-19.532,-19.532,-97.66
0.29,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,-9.766,-78.128,-19.532,-19.532,-97.66
0.292,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,-9.766,-78.128,-19.532,-19.532,-97.66
0.294,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,-9.766,-78.128,-19.532,-19.532,-97.66
0.296,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-68.362,-19.532,-9.766,-87.894
0.298,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-68.362,-19.532,-9.766,-87.894
0.3,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-68.362,-19.532,-9.766,-87.894
0.302,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-68.362,-19.532,-9.766,-87.894
0.304,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-58.596,-19.532,-9.766,-87.894
0.306,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-58.596,-19.532,-9.766,-87.894
0.308,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-58.596,-19.532,-9.766,-87.894
0.31,0.0,-48.83,-48.83,24.415,24.415,-48.83,-29.298,0.0,-58.596,-19.532,-9.766,-87.894
0.312,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.314,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.316,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.318,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.32,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.322,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.324,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.326,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-58.596,-19.532,-19.532,-87.894
0.328,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.33,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.332,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.334,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.336,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.338,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.34,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.342,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-19.532,-19.532,-87.894
0.344,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-14.649,-19.532,-78.128
0.346,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-14.649,-19.532,-78.128
0.348,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-19.532,0.0,-68.362,-9.766,-19.532,-78.128
0.35,-14.649,-48.83,-34.181,29.298,9.766,-43.947,-24.415,0.0,-68.362,-4.883,-19.532,-78.128
0.352,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-9.766,-68.362,-4.883,-29.298,-87.894
0.354,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-9.766,-63.479,-4.883,-29.298,-87.894
0.356,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-9.766,-63.479,-4.883,-29.298,-87.894
0.358,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-9.766,-63.479,-4.883,-29.298,-87.894
0.36,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,0.0,-63.479,-4.883,-19.532,-78.128
0.362,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-4.883,-63.479,-4.883,-24.415,-78.128
0.364,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-4.883,-63.479,-4.883,-24.415,-78.128
0.366,-14.649,-39.064,-24.415,24.415,4.883,-34.181,-24.415,-4.883,-63.479,-4.883,-24.415,-78.128
0.368,-14.649,-29.298,-14.649,19.532,0.0,-24.415,-24.415,-14.649,-63.479,-4.883,-24.415,-68.362
0.37,-14.649,-29.298,-14.649,19.532,0.0,-24.415,-24.415,-14.649,-63.479,-4.883,-24.415,-68.362
0.372,-14.649,-29.298,-14.649,19.532,0.0,-24.415,-24.415,-14.649,-63.479,-4.883,-24.415,-68.362
0.374,-14.649,-34.181,-19.532,24.415,0.0,-29.298,-24.415,-14.649,-63.479,-4.883,-24.415,-68.362
0.376,-14.649,-34.181,-19.532,24.415,0.0,-29.298,-24.415,-14.649,-53.713,4.883,-24.415,-68.362
0.378,-14.649,-34.181,-19.532,24.415,0.0,-29.298,-24.415,-14.649,-53.713,4.883,-24.415,-68.362
0.38,-14.649,-34.181,-19.532,24.415,0.0,-29.298,-24.415,-14.649,-48.83,4.883,-24.415,-68.362
0.382,-14.649,-34.181,-19.532,24.415,0.0,-29.298,-24.415,-14.649,-48.83,0.0,-24.415,-68.362
0.384,-14.649,-29.298,-14.649,19.532,0.0,-24.415,-34.181,-24.415,-58.596,0.0,-24.415,-68.362
0.386,-14.649,-29.298,-14.649,19.532,0.0,-24.415,-34.181,-24.415,-58.596,0.0,-24.415,-68.362
0.388,-14.649,-29.298,-14.649,19.532,0.0,-24.415,-34.181,-19.532,-53.713,4.883,-24.415,-68.362
0.39,-9.766,-19.532,-9.766,14.649,0.0,-14.649,-34.181,-19.532,-53.713,4.883,-19.532,-63.479
0.392,-19.532,-24.415,-4.883,19.532,-9.766,-14.649,-29.298,-19.532,-48.83,19.532,-4.883,-63.479
0.394,-9.766,-19.532,-9.766,14.649,0.0,-14.649,-29.298,-19.532,-48.83,19.532,-4.883,-63.479
0.396,-4.883,-14.649,-9.766,9.766,0.0,-14.649,-29.298,-14.649,-39.064,19.532,4.883,-53.713
0.398,-4.883,-9.766,-4.883,4.883,0.0,-9.766,-29.298,-14.649,-39.064,29.298,4.883,-48.83
0.4,0.0,0.0,0.0,0.0,0.0,0.0,-29.298,-14.649,-34.181,34.181,9.766,-43.947
0.402,4.883,14.649,9.766,-9.766,0.0,14.649,-29.298,-9.766,-29.298,39.064,14.649,-39.064
0.404,4.883,24.415,19.532,-14.649,-4.883,24.415,-24.415,-9.766,-24.415,43.947,19.532,-34.181
0.406,9.766,34.181,24.415,-19.532,-4.883,29.298,-24.415,-9.766,-19.532,48.83,24.415,-29.298
0.408,14.649,43.947,29.298,-29.298,-4.883,39.064,-9.766,-9.766,0.0,53.713,29.298,-14.649
0.41,14.649,53.713,39.064,-34.181,-9.766,48.83,-9.766,-9.766,4.883,58.596,34.181,-9.766
0.412,19.532,58.596,39.064,-39.064,-9.766,48.83,-9.766,-9.766,9.766,63.479,39.064,-4.883
0.414,24.415,58.596,34.181,-39.064,-4.883,48.83,-9.766,-9.766,14.649,68.362,43.947,0.0
0.416,29.298,63.479,34.181,-43.947,0.0,48.83,-19.532,-9.766,24.415,78.128,39.064,4.883
0.418,29.298,68.362,39.064,-48.83,-4.883,53.713,-19.532,-9.766,24.415,78.128,39.064,9.766
0.42,34.181,68.362,34.181,-48.83,0.0,53.713,-29.298,-14.649,24.415,73.245,39.064,9.766
0.422,39.064,63.479,24.415,-48.83,9.766,43.947,-34.181,-19.532,19.532,73.245,43.947,14.649
0.424,43.947,58.596,14.649,-48.83,14.649,39.064,-29.298,-19.532,19.532,63.479,43.947,14.649
0.426,48.83,58.596,9.766,-53.713,19.532,34.181,-34.181,-19.532,14.649,58.596,39.064,14.649
0.428,48.83,43.947,-4.883,-43.947,29.298,19.532,-43.947,-19.532,9.766,48.83,39.064,14.649
0.43,48.83,34.181,-14.649,-39.064,34.181,9.766,-48.83,-19.532,4.883,34.181,39.064,4.883
0.432,58.596,14.649,-43.947,-34.181,53.713,-14.649,-48.83,-19.532,9.766,14.649,29.298,9.766
0.434,53.713,4.883,-48.83,-29.298,53.713,-19.532,-48.83,-19.532,4.883,4.883,19.532,0.0
0.436,53.713,-4.883,-58.596,-24.415,53.713,-29.298,-48.83,-19.532,0.0,-9.766,14.649,-4.883
0.438,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-43.947,-19.532,0.0,-14.649,9.766,-9.766
0.44,39.064,-39.064,-78.128,0.0,58.596,-58.596,-48.83,-9.766,4.883,-29.298,14.649,-14.649
0.442,34.181,-48.83,-83.011,4.883,58.596,-63.479,-43.947,-4.883,0.0,-29.298,9.766,-19.532
0.444,29.298,-48.83,-78.128,9.766,53.713,-63.479,-39.064,-4.883,0.0,-29.298,4.883,-24.415
0.446,14.649,-53.713,-68.362,19.532,39.064,-58.596,-34.181,-4.883,0.0,-29.298,4.883,-29.298
0.448,9.766,-48.83,-58.596,19.532,34.181,-53.713,-29.298,-4.883,-9.766,-29.298,-9.766,-19.532
0.45,9.766,-48.83,-58.596,19.532,34.181,-53.713,-24.415,0.0,-9.766,-24.415,-14.649,-24.415
0.452,4.883,-48.83,-53.713,19.532,29.298,-48.83,-24.415,0.0,-9.766,-29.298,-19.532,-24.415
0.454,-4.883,-48.83,-43.947,24.415,19.532,-48.83,-24.415,0.0,-9.766,-24.415,-19.532,-24.415
0.456,-9.766,-48.83,-39.064,29.298,14.649,-43.947,-24.415,-4.883,-19.532,-14.649,-19.532,-24.415
0.458,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-24.415,-4.883,-24.415,-14.649,-19.532,-24.415
0.46,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-4.883,-24.415,-14.649,-19.532,-29.298
0.462,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-4.883,-24.415,-14.649,-19.532,-29.298
0.464,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-19.532,-24.415,-14.649,-19.532,-29.298
0.466,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-19.532,-24.415,-14.649,-19.532,-29.298
0.468,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-19.532,-24.415,-14.649,-19.532,-29.298
0.47,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-19.532,-24.415,-14.649,-19.532,-29.298
0.472,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-19.532,-19.532,-14.649,-24.415,-29.298
0.474,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,-19.532,-19.532,-14.649,-24.415,-29.298
