TIME IN SEC.,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
4.032,39.064,-24.415,-63.479,-4.883,48.83,-43.947,29.298,68.362,29.298,39.064,-87.894,-214.852
4.034,39.064,-24.415,-63.479,-4.883,48.83,-43.947,24.415,63.479,24.415,43.947,-83.011,-214.852
4.036,48.83,-24.415,-73.245,-9.766,58.596,-48.83,29.298,58.596,19.532,53.713,-73.245,-209.969
4.038,48.83,-24.415,-73.245,-9.766,58.596,-48.83,24.415,53.713,14.649,53.713,-73.245,-205.086
4.04,48.83,-24.415,-73.245,-9.766,58.596,-48.83,19.532,48.83,9.766,53.713,-63.479,-205.086
4.042,48.83,-24.415,-73.245,-9.766,58.596,-48.83,19.532,43.947,4.883,53.713,-63.479,-205.086
4.044,48.83,-24.415,-73.245,-9.766,58.596,-48.83,14.649,39.064,0.0,53.713,-58.596,-195.32
4.046,48.83,-24.415,-73.245,-9.766,58.596,-48.83,14.649,39.064,0.0,53.713,-58.596,-195.32
4.048,48.83,-24.415,-73.245,-9.766,58.596,-48.83,14.649,34.181,0.0,53.713,-58.596,-195.32
4.05,48.83,-24.415,-73.245,-9.766,58.596,-48.83,9.766,29.298,-9.766,58.596,-58.596,-190.437
4.052,43.947,-19.532,-63.479,-9.766,53.713,-39.064,0.0,29.298,-24.415,58.596,-58.596,-180.671
4.054,43.947,-19.532,-63.479,-9.766,53.713,-39.064,0.0,29.298,-24.415,58.596,-58.596,-180.671
4.056,43.947,-19.532,-63.479,-9.766,53.713,-39.064,0.0,19.532,-29.298,58.596,-53.713,-180.671
4.058,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,19.532,-29.298,58.596,-48.83,-180.671
4.06,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,9.766,-29.298,58.596,-58.596,-180.671
4.062,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,4.883,-34.181,58.596,-58.596,-180.671
4.064,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,4.883,-34.181,58.596,-58.596,-180.671
4.066,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,0.0,-34.181,58.596,-58.596,-180.671
4.068,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,0.0,-43.947,58.596,-53.713,-170.905
4.07,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-4.883,0.0,-43.947,58.596,-58.596,-170.905
4.072,39.064,-19.532,-58.596,-9.766,48.83,-39.064,-4.883,0.0,-43.947,53.713,-58.596,-170.905
4.074,39.064,-19.532,-58.596,-9.766,48.83,-39.064,-4.883,-4.883,-43.947,53.713,-63.479,-170.905
4.076,29.298,-19.532,-48.83,-4.883,39.064,-34.181,-4.883,-4.883,-43.947,53.713,-63.479,-170.905
4.078,29.298,-19.532,-48.83,-4.883,39.064,-34.181,-4.883,-4.883,-43.947,53.713,-63.479,-166.022
4.08,29.298,-19.532,-48.83,-4.883,39.064,-34.181,-4.883,-4.883,-43.947,53.713,-63.479,-166.022
4.082,29.298,-19.532,-48.83,-4.883,39.064,-34.181,-4.883,-9.766,-43.947,48.83,-63.479,-166.022
4.084,29.298,-29.298,-58.596,0.0,43.947,-43.947,4.883,-19.532,-48.83,48.83,-53.713,-166.022
4.086,24.415,-24.415,-48.83,0.0,34.181,-34.181,4.883,-19.532,-48.83,48.83,-58.596,-166.022
4.088,24.415,-24.415,-48.83,0.0,34.181,-34.181,4.883,-19.532,-48.83,43.947,-58.596,-170.905
4.09,24.415,-24.415,-48.83,0.0,34.181,-34.181,4.883,-19.532,-48.83,43.947,-58.596,-170.905
4.092,24.415,-24.415,-48.83,0.0,34.181,-34.181,4.883,-19.532,-48.83,48.83,-58.596,-161.139
4.094,19.532,-24.415,-43.947,0.0,29.298,-34.181,4.883,-19.532,-48.83,48.83,-58.596,-161.139
4.096,19.532,-24.415,-43.947,0.0,29.298,-34.181,4.883,-19.532,-48.83,43.947,-58.596,-161.139
4.098,19.532,-24.415,-43.947,0.0,29.298,-34.181,4.883,-19.532,-43.947,43.947,-58.596,-161.139
4.1,14.649,-24.415,-39.064,4.883,24.415,-29.298,4.883,-19.532,-43.947,43.947,-58.596,-161.139
4.102,14.649,-29.298,-43.947,4.883,29.298,-34.181,4.883,-19.532,-43.947,43.947,-58.596,-161.139
4.104,14.649,-29.298,-43.947,4.883,29.298,-34.181,4.883,-19.532,-43.947,43.947,-58.596,-161.139
4.106,14.649,-29.298,-43.947,4.883,29.298,-34.181,4.883,-19.532,-43.947,43.947,-58.596,-156.256
4.108,14.649,-29.298,-43.947,4.883,29.298,-34.181,0.0,-19.532,-43.947,29.298,-58.596,-166.022
4.11,14.649,-29.298,-43.947,4.883,29.298,-34.181,0.0,-19.532,-43.947,29.298,-58.596,-166.022
4.112,14.649,-29.298,-43.947,4.883,29.298,-34.181,0.0,-19.532,-43.947,29.298,-58.596,-166.022
4.114,9.766,-29.298,-39.064,9.766,24.415,-34.181,0.0,-19.532,-43.947,29.298,-58.596,-166.022
4.116,9.766,-29.298,-39.064,9.766,24.415,-34.181,0.0,-19.532,-39.064,29.298,-58.596,-166.022
4.118,9.766,-24.415,-34.181,4.883,19.532,-29.298,0.0,-19.532,-39.064,29.298,-58.596,-166.022
4.12,9.766,-24.415,-34.181,4.883,19.532,-29.298,0.0,-19.532,-39.064,29.298,-58.596,-166.022
4.122,9.766,-24.415,-34.181,4.883,19.532,-29.298,0.0,-19.532,-39.064,29.298,-63.479,-170.905
4.124,9.766,-29.298,-39.064,9.766,24.415,-34.181,0.0,-19.532,-39.064,34.181,-63.479,-161.139
4.126,9.766,-29.298,-39.064,9.766,24.415,-34.181,0.0,-19.532,-39.064,34.181,-63.479,-166.022
4.128,9.766,-29.298,-39.064,9.766,24.415,-34.181,0.0,-19.532,-39.064,34.181,-63.479,-166.022
4.13,9.766,-29.298,-39.064,9.766,24.415,-34.181,0.0,-14.649,-39.064,34.181,-63.479,-166.022
4.132,14.649,-29.298,-43.947,4.883,29.298,-34.181,0.0,-14.649,-39.064,34.181,-63.479,-156.256
4.134,14.649,-29.298,-43.947,4.883,29.298,-34.181,0.0,-14.649,-39.064,34.181,-63.479,-156.256
4.136,14.649,-34.181,-48.83,9.766,29.298,-39.064,0.0,-14.649,-39.064,34.181,-63.479,-156.256
4.138,14.649,-34.181,-48.83,9.766,29.298,-39.064,0.0,-14.649,-39.064,34.181,-63.479,-156.256
4.14,14.649,-34.181,-48.83,9.766,29.298,-39.064,0.0,-14.649,-39.064,34.181,-63.479,-146.49
4.142,14.649,-39.064,-53.713,9.766,34.181,-43.947,4.883,-9.766,-43.947,34.181,-63.479,-146.49
4.144,14.649,-39.064,-53.713,9.766,34.181,-43.947,4.883,-9.766,-43.947,34.181,-63.479,-146.49
4.146,14.649,-39.064,-53.713,9.766,34.181,-43.947,4.883,-9.766,-43.947,34.181,-63.479,-146.49
4.148,4.883,-39.064,-43.947,14.649,24.415,-39.064,4.883,-9.766,-43.947,34.181,-63.479,-146.49
4.15,4.883,-39.064,-43.947,14.649,24.415,-39.064,9.766,-9.766,-39.064,34.181,-63.479,-146.49
4.152,4.883,-43.947,-48.83,19.532,24.415,-43.947,9.766,-9.766,-39.064,34.181,-63.479,-146.49
4.154,4.883,-43.947,-48.83,19.532,24.415,-43.947,9.766,-9.766,-39.064,34.181,-63.479,-146.49
4.156,4.883,-43.947,-48.83,19.532,24.415,-43.947,9.766,-9.766,-48.83,34.181,-63.479,-136.724
4.158,4.883,-43.947,-48.83,19.532,24.415,-43.947,9.766,-9.766,-48.83,34.181,-63.479,-136.724
4.16,4.883,-43.947,-48.83,19.532,24.415,-43.947,9.766,-9.766,-48.83,34.181,-63.479,-136.724
4.162,4.883,-43.947,-48.83,19.532,24.415,-43.947,14.649,-9.766,-43.947,34.181,-63.479,-136.724
4.164,4.883,-43.947,-48.83,19.532,24.415,-43.947,14.649,-9.766,-34.181,43.947,-58.596,-126.958
4.166,0.0,-43.947,-43.947,19.532,19.532,-43.947,14.649,-9.766,-34.181,43.947,-58.596,-126.958
4.168,0.0,-43.947,-43.947,19.532,19.532,-43.947,14.649,-9.766,-34.181,43.947,-58.596,-126.958
4.17,0.0,-48.83,-48.83,24.415,24.415,-48.83,14.649,-9.766,-34.181,43.947,-58.596,-126.958
4.172,0.0,-48.83,-48.83,24.415,24.415,-48.83,9.766,-4.883,-24.415,43.947,-58.596,-117.192
4.174,0.0,-48.83,-48.83,24.415,24.415,-48.83,9.766,-4.883,-29.298,43.947,-58.596,-117.192
4.176,0.0,-48.83,-48.83,24.415,24.415,-48.83,9.766,-4.883,-29.298,43.947,-58.596,-117.192
4.178,0.0,-48.83,-48.83,24.415,24.415,-48.83,9.766,-4.883,-29.298,43.947,-58.596,-117.192
4.18,0.0,-58.596,-58.596,29.298,29.298,-58.596,9.766,-4.883,-29.298,53.713,-48.83,-112.309
4.182,4.883,-58.596,-63.479,24.415,34.181,-58.596,9.766,-4.883,-34.181,53.713,-48.83,-112.309
4.184,4.883,-53.713,-58.596,24.415,29.298,-53.713,9.766,-4.883,-34.181,53.713,-48.83,-112.309
4.186,0.0,-53.713,-53.713,24.415,24.415,-53.713,9.766,-4.883,-34.181,53.713,-48.83,-112.309
4.188,0.0,-53.713,-53.713,24.415,24.415,-53.713,4.883,-4.883,-34.181,53.713,-48.83,-122.075
4.19,0.0,-53.713,-53.713,24.415,24.415,-53.713,4.883,-4.883,-29.298,53.713,-48.83,-122.075
4.192,0.0,-53.713,-53.713,24.415,24.415,-53.713,4.883,-4.883,-29.298,53.713,-48.83,-122.075
4.194,0.0,-53.713,-53.713,24.415,24.415,-53.713,4.883,-4.883,-29.298,58.596,-48.83,-122.075
4.196,0.0,-53.713,-53.713,24.415,24.415,-53.713,4.883,-4.883,-39.064,58.596,-43.947,-122.075
4.198,0.0,-53.713,-53.713,24.415,24.415,-53.713,0.0,-4.883,-34.181,58.596,-43.947,-122.075
4.2,0.0,-53.713,-53.713,24.415,24.415,-53.713,0.0,-4.883,-29.298,58.596,-43.947,-122.075
4.202,0.0,-53.713,-53.713,24.415,24.415,-53.713,0.0,-4.883,-29.298,58.596,-43.947,-122.075
4.204,-9.766,-63.479,-53.713,34.181,19.532,-58.596,-4.883,-4.883,-29.298,58.596,-43.947,-131.841
4.206,-9.766,-63.479,-53.713,34.181,19.532,-58.596,-4.883,-4.883,-29.298,63.479,-43.947,-131.841
4.208,-9.766,-63.479,-53.713,34.181,19.532,-58.596,-4.883,-4.883,-29.298,63.479,-43.947,-131.841
4.21,-9.766,-63.479,-53.713,34.181,19.532,-58.596,0.0,-4.883,-29.298,63.479,-43.947,-126.958
4.212,-9.766,-63.479,-53.713,34.181,19.532,-58.596,0.0,-4.883,-39.064,63.479,-43.947,-126.958
4.214,-9.766,-58.596,-48.83,34.181,19.532,-53.713,0.0,-4.883,-34.181,63.479,-43.947,-126.958
4.216,-9.766,-58.596,-48.83,34.181,19.532,-53.713,0.0,-4.883,-29.298,68.362,-43.947,-126.958
4.218,-9.766,-63.479,-53.713,34.181,19.532,-58.596,0.0,-4.883,-19.532,68.362,-43.947,-126.958
4.22,-9.766,-73.245,-63.479,39.064,24.415,-68.362,0.0,-4.883,-19.532,68.362,-39.064,-126.958
4.222,-9.766,-73.245,-63.479,39.064,24.415,-68.362,0.0,0.0,-19.532,73.245,-39.064,-122.075
4.224,-9.766,-73.245,-63.479,39.064,24.415,-68.362,0.0,0.0,-19.532,73.245,-34.181,-122.075
4.226,-9.766,-73.245,-63.479,39.064,24.415,-68.362,0.0,0.0,-14.649,73.245,-34.181,-122.075
4.228,-9.766,-63.479,-53.713,34.181,19.532,-58.596,9.766,0.0,-14.649,73.245,-43.947,-117.192
4.23,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,78.128,-39.064,-117.192
4.232,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,68.362,-48.83,-117.192
4.234,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,68.362,-48.83,-117.192
4.236,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,68.362,-48.83,-117.192
4.238,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,68.362,-48.83,-117.192
4.24,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,58.596,-48.83,-117.192
4.242,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,58.596,-48.83,-117.192
4.244,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,58.596,-48.83,-117.192
4.246,-9.766,-68.362,-58.596,39.064,24.415,-63.479,9.766,0.0,-19.532,53.713,-48.83,-117.192
4.248,0.0,-58.596,-58.596,29.298,29.298,-58.596,9.766,0.0,-19.532,53.713,-48.83,-117.192
4.25,-4.883,-58.596,-53.713,29.298,24.415,-58.596,4.883,0.0,-19.532,53.713,-48.83,-117.192
4.252,-4.883,-58.596,-53.713,29.298,24.415,-58.596,4.883,0.0,-19.532,53.713,-48.83,-117.192
4.254,-4.883,-58.596,-53.713,29.298,24.415,-58.596,4.883,0.0,-14.649,53.713,-48.83,-117.192
4.256,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,0.0,-14.649,53.713,-48.83,-117.192
4.258,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,0.0,-14.649,53.713,-48.83,-117.192
4.26,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,0.0,-14.649,53.713,-48.83,-117.192
4.262,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,-4.883,-14.649,53.713,-53.713,-117.192
4.264,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,-4.883,-14.649,53.713,-53.713,-117.192
4.266,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,-4.883,-14.649,53.713,-53.713,-117.192
4.268,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,-4.883,-14.649,53.713,-53.713,-117.192
4.27,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,-4.883,-14.649,53.713,-53.713,-117.192
4.272,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,4.883,-14.649,53.713,-43.947,-107.426
4.274,-4.883,-73.245,-68.362,39.064,29.298,-73.245,4.883,4.883,-14.649,53.713,-43.947,-107.426
4.276,-4.883,-73.245,-68.362,39.064,29.298,-73.245,4.883,4.883,-14.649,53.713,-43.947,-107.426
4.278,-4.883,-73.245,-68.362,39.064,29.298,-73.245,4.883,4.883,-14.649,53.713,-43.947,-107.426
4.28,-4.883,-63.479,-58.596,34.181,24.415,-63.479,4.883,4.883,-19.532,53.713,-43.947,-107.426
4.282,-4.883,-63.479,-58.596,34.181,24.415,-63.479,4.883,4.883,-19.532,48.83,-43.947,-107.426
4.284,-4.883,-58.596,-53.713,29.298,24.415,-58.596,4.883,4.883,-19.532,48.83,-43.947,-107.426
4.286,-4.883,-58.596,-53.713,29.298,24.415,-58.596,4.883,4.883,-19.532,48.83,-43.947,-107.426
4.288,-4.883,-68.362,-63.479,34.181,29.298,-68.362,4.883,9.766,-4.883,43.947,-43.947,-97.66
4.29,0.0,-58.596,-58.596,29.298,29.298,-58.596,4.883,9.766,-4.883,43.947,-39.064,-92.777
4.292,0.0,-53.713,-53.713,24.415,24.415,-53.713,9.766,9.766,0.0,48.83,-34.181,-92.777
4.294,9.766,-48.83,-58.596,19.532,34.181,-53.713,9.766,9.766,0.0,48.83,-34.181,-92.777
4.296,14.649,-53.713,-68.362,19.532,39.064,-58.596,19.532,14.649,9.766,43.947,-24.415,-83.011
4.298,14.649,-48.83,-63.479,14.649,39.064,-53.713,19.532,14.649,9.766,48.83,-24.415,-78.128
4.3,19.532,-39.064,-58.596,9.766,39.064,-48.83,19.532,14.649,14.649,48.83,-19.532,-73.245
4.302,24.415,-24.415,-48.83,0.0,34.181,-34.181,19.532,19.532,19.532,48.83,-14.649,-68.362
4.304,24.415,-14.649,-39.064,-4.883,29.298,-24.415,24.415,29.298,24.415,43.947,0.0,-63.479
4.306,29.298,-4.883,-34.181,-9.766,29.298,-19.532,24.415,29.298,29.298,39.064,4.883,-58.596
4.308,34.181,4.883,-29.298,-19.532,34.181,-9.766,29.298,29.298,39.064,34.181,9.766,-53.713
4.31,34.181,14.649,-19.532,-24.415,29.298,0.0,29.298,29.298,43.947,29.298,14.649,-48.83
4.312,39.064,24.415,-14.649,-29.298,29.298,4.883,29.298,29.298,58.596,19.532,29.298,-43.947
4.314,43.947,29.298,-14.649,-34.181,29.298,9.766,29.298,29.298,63.479,19.532,34.181,-39.064
4.316,48.83,39.064,-9.766,-43.947,29.298,14.649,19.532,29.298,63.479,14.649,39.064,-34.181
4.318,48.83,48.83,0.0,-48.83,24.415,24.415,19.532,29.298,63.479,9.766,39.064,-29.298
4.32,63.479,58.596,-4.883,-58.596,34.181,29.298,0.0,24.415,73.245,-9.766,39.064,-29.298
4.322,68.362,53.713,-14.649,-58.596,43.947,19.532,-4.883,19.532,68.362,-14.649,43.947,-24.415
4.324,73.245,48.83,-24.415,-58.596,48.83,14.649,-9.766,19.532,68.362,-19.532,43.947,-24.415
4.326,78.128,48.83,-29.298,-63.479,53.713,9.766,-14.649,19.532,63.479,-19.532,39.064,-24.415
4.328,78.128,34.181,-43.947,-53.713,63.479,-4.883,-24.415,19.532,58.596,-19.532,48.83,-24.415
4.33,78.128,24.415,-53.713,-48.83,68.362,-14.649,-29.298,19.532,53.713,-24.415,48.83,-34.181
4.332,78.128,14.649,-63.479,-43.947,73.245,-24.415,-29.298,19.532,48.83,-29.298,39.064,-39.064
4.334,73.245,4.883,-68.362,-39.064,73.245,-29.298,-29.298,19.532,43.947,-34.181,29.298,-48.83
4.336,73.245,-4.883,-78.128,-34.181,73.245,-39.064,-39.064,19.532,24.415,-39.064,24.415,-43.947
4.338,63.479,-19.532,-83.011,-19.532,73.245,-48.83,-34.181,19.532,19.532,-34.181,19.532,-48.83
4.34,58.596,-29.298,-87.894,-14.649,73.245,-58.596,-29.298,19.532,9.766,-34.181,14.649,-53.713
4.342,53.713,-39.064,-92.777,-4.883,73.245,-63.479,-24.415,24.415,0.0,-29.298,9.766,-58.596
4.344,48.83,-39.064,-87.894,-4.883,68.362,-63.479,-9.766,24.415,-9.766,-24.415,-4.883,-63.479
4.346,34.181,-43.947,-78.128,4.883,53.713,-58.596,-4.883,24.415,-19.532,-19.532,-4.883,-68.362
4.348,29.298,-48.83,-78.128,9.766,53.713,-63.479,0.0,24.415,-29.298,-19.532,-9.766,-68.362
4.35,29.298,-48.83,-78.128,9.766,53.713,-63.479,4.883,29.298,-39.064,-14.649,-14.649,-73.245
4.352,24.415,-48.83,-73.245,9.766,48.83,-58.596,4.883,19.532,-48.83,-24.415,-29.298,-73.245
4.354,14.649,-48.83,-63.479,14.649,39.064,-53.713,4.883,19.532,-48.83,-24.415,-29.298,-73.245
4.356,9.766,-48.83,-58.596,19.532,34.181,-53.713,4.883,14.649,-48.83,-24.415,-29.298,-73.245
4.358,9.766,-53.713,-63.479,19.532,34.181,-58.596,4.883,14.649,-53.713,-24.415,-29.298,-73.245
4.36,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,24.415,-43.947,-24.415,-29.298,-78.128
4.362,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,24.415,-43.947,-24.415,-29.298,-78.128
4.364,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,19.532,-43.947,-24.415,-29.298,-78.128
4.366,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,19.532,-43.947,-24.415,-29.298,-78.128
4.368,9.766,-53.713,-63.479,19.532,34.181,-58.596,0.0,19.532,-43.947,-34.181,-19.532,-68.362
4.37,9.766,-53.713,-63.479,19.532,34.181,-58.596,0.0,19.532,-43.947,-34.181,-19.532,-68.362
4.372,9.766,-53.713,-63.479,19.532,34.181,-58.596,0.0,19.532,-48.83,-34.181,-24.415,-68.362
4.374,9.766,-53.713,-63.479,19.532,34.181,-58.596,0.0,19.532,-48.83,-34.181,-24.415,-68.362
4.376,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,19.532,-48.83,-24.415,-14.649,-58.596
4.378,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,19.532,-48.83,-24.415,-9.766,-58.596
4.38,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,19.532,-43.947,-24.415,-9.766,-58.596
4.382,9.766,-53.713,-63.479,19.532,34.181,-58.596,9.766,19.532,-43.947,-24.415,-9.766,-58.596
4.384,9.766,-63.479,-73.245,24.415,39.064,-68.362,19.532,24.415,-43.947,-14.649,-9.766,-48.83
4.386,9.766,-58.596,-68.362,24.415,39.064,-63.479,19.532,24.415,-43.947,-14.649,-9.766,-48.83
4.388,4.883,-58.596,-63.479,24.415,34.181,-58.596,19.532,24.415,-43.947,-14.649,-9.766,-48.83
4.39,4.883,-58.596,-63.479,24.415,34.181,-58.596,19.532,24.415,-43.947,-9.766,-9.766,-48.83
4.392,4.883,-58.596,-63.479,24.415,34.181,-58.596,9.766,24.415,-34.181,-19.532,-19.532,-48.83
4.394,4.883,-58.596,-63.479,24.415,34.181,-58.596,9.766,24.415,-34.181,-19.532,-19.532,-48.83
4.396,4.883,-58.596,-63.479,24.415,34.181,-58.596,9.766,24.415,-29.298,-19.532,-19.532,-48.83
4.398,4.883,-58.596,-63.479,24.415,34.181,-58.596,9.766,24.415,-29.298,-19.532,-19.532,-48.83
4.4,14.649,-58.596,-73.245,19.532,43.947,-63.479,9.766,19.532,-29.298,0.0,-19.532,-53.713
4.402,4.883,-58.596,-63.479,24.415,34.181,-58.596,14.649,34.181,-24.415,14.649,-9.766,-43.947
4.404,4.883,-58.596,-63.479,24.415,34.181,-58.596,14.649,53.713,-4.883,29.298,-14.649,-48.83
4.406,4.883,-48.83,-53.713,19.532,29.298,-48.83,29.298,68.362,24.415,58.596,-14.649,-48.83
4.408,4.883,-48.83,-53.713,19.532,29.298,-48.83,39.064,102.543,63.479,97.66,-14.649,-48.83
4.41,0.0,-53.713,-53.713,24.415,24.415,-53.713,53.713,146.49,122.075,161.139,-14.649,-48.83
4.412,9.766,-43.947,-53.713,14.649,29.298,-48.83,78.128,190.437,190.437,234.384,0.0,-63.479
4.414,14.649,-39.064,-53.713,9.766,34.181,-43.947,97.66,253.916,268.565,317.395,14.649,-63.479
4.416,29.298,-34.181,-63.479,0.0,43.947,-48.83,112.309,302.746,346.693,415.055,43.947,-63.479
4.418,48.83,-14.649,-63.479,-14.649,53.713,-39.064,122.075,341.81,429.704,512.715,83.011,-53.713
4.42,63.479,14.649,-48.83,-39.064,58.596,-14.649,122.075,371.108,488.3,620.141,136.724,-43.947
4.422,87.894,53.713,-34.181,-68.362,63.479,9.766,117.192,390.64,537.13,717.801,219.735,-14.649
4.424,122.075,92.777,-29.298,-107.426,78.128,34.181,97.66,390.64,561.545,820.344,322.278,34.181
4.426,166.022,141.607,-24.415,-151.373,97.66,58.596,73.245,375.991,571.311,883.823,424.821,83.011
4.428,209.969,205.086,-4.883,-205.086,107.426,102.543,29.298,336.927,537.13,913.121,527.364,136.724
4.43,258.799,268.565,9.766,-263.682,126.958,141.607,-34.181,263.682,459.002,903.355,625.024,205.086
4.432,297.863,336.927,39.064,-317.395,131.841,190.437,-97.66,175.788,336.927,844.759,698.269,278.331
4.434,322.278,400.406,78.128,-361.342,122.075,239.267,-161.139,58.596,180.671,708.035,737.333,346.693
4.436,322.278,454.119,131.841,-385.757,97.66,292.98,-229.501,-53.713,9.766,512.715,732.45,400.406
4.438,312.512,502.949,190.437,-405.289,63.479,346.693,-283.214,-166.022,-156.256,292.98,703.152,444.353
4.44,278.331,537.13,258.799,-405.289,9.766,400.406,-307.629,-268.565,-307.629,73.245,634.79,473.651
4.442,219.735,551.779,332.044,-385.757,-53.713,444.353,-327.161,-332.044,-419.938,-156.256,537.13,483.417
4.444,136.724,551.779,415.055,-341.81,-136.724,483.417,-317.395,-380.874,-507.832,-361.342,395.523,463.885
4.446,58.596,532.247,473.651,-292.98,-205.086,502.949,-297.863,-410.172,-551.779,-571.311,244.15,444.353
4.448,-34.181,493.183,527.364,-229.501,-278.331,507.832,-263.682,-400.406,-561.545,-751.982,73.245,385.757
4.45,-131.841,444.353,576.194,-156.256,-351.576,507.832,-214.852,-375.991,-527.364,-918.004,-112.309,327.161
4.452,-229.501,375.991,605.492,-73.245,-415.055,488.3,-151.373,-332.044,-449.236,-1049.845,-288.097,253.916
4.454,-312.512,302.746,615.258,4.883,-463.885,459.002,-73.245,-244.15,-307.629,-1113.324,-434.587,175.788
4.456,-380.874,229.501,610.375,73.245,-493.183,419.938,9.766,-131.841,-126.958,-1113.324,-542.013,102.543
4.458,-449.236,156.256,605.492,146.49,-527.364,380.874,83.011,-19.532,63.479,-1069.377,-620.141,39.064
4.46,-483.417,97.66,581.077,190.437,-532.247,336.927,156.256,97.66,258.799,-1005.898,-668.971,-34.181
4.462,-507.832,34.181,542.013,234.384,-522.481,288.097,239.267,214.852,459.002,-957.068,-693.386,-92.777
4.464,-507.832,-24.415,483.417,263.682,-498.066,229.501,302.746,327.161,639.673,-898.472,-712.918,-146.49
4.466,-502.949,-63.479,439.47,283.214,-473.651,185.554,366.225,439.47,805.695,-854.525,-712.918,-185.554
4.468,-488.3,-107.426,380.874,297.863,-434.587,136.724,434.587,537.13,966.834,-810.578,-698.269,-224.618
4.47,-483.417,-131.841,351.576,307.629,-419.938,107.426,507.832,629.907,1113.324,-756.865,-673.854,-239.267
4.472,-473.651,-161.139,312.512,317.395,-395.523,73.245,576.194,688.503,1230.516,-708.035,-649.439,-253.916
4.474,-473.651,-200.203,273.448,336.927,-375.991,34.181,654.322,747.099,1328.176,-668.971,-600.609,-268.565
4.476,-473.651,-234.384,239.267,351.576,-356.459,0.0,727.567,786.163,1386.772,-654.322,-576.194,-278.331
4.478,-478.534,-268.565,209.969,371.108,-346.693,-29.298,805.695,805.695,1416.07,-629.907,-561.545,-278.331
4.48,-483.417,-297.863,185.554,390.64,-336.927,-58.596,883.823,805.695,1435.602,-610.375,-537.13,-288.097
4.482,-488.3,-332.044,156.256,410.172,-322.278,-87.894,961.951,805.695,1416.07,-610.375,-517.598,-283.214
4.484,-502.949,-371.108,131.841,434.587,-317.395,-122.075,1035.196,786.163,1372.123,-600.609,-507.832,-288.097
4.486,-507.832,-410.172,97.66,459.002,-302.746,-156.256,1113.324,761.748,1293.995,-600.609,-507.832,-283.214
4.488,-512.715,-459.002,53.713,483.417,-283.214,-205.086,1181.686,737.333,1181.686,-615.258,-498.066,-297.863
4.49,-512.715,-498.066,14.649,502.949,-263.682,-244.15,1264.697,712.918,1049.845,-625.024,-498.066,-307.629
4.492,-512.715,-537.13,-24.415,522.481,-244.15,-283.214,1337.942,688.503,888.706,-625.024,-498.066,-302.746
4.494,-507.832,-576.194,-68.362,542.013,-219.735,-322.278,1411.187,673.854,717.801,-629.907,-498.066,-317.395
4.496,-502.949,-610.375,-107.426,556.662,-200.203,-361.342,1484.432,654.322,542.013,-629.907,-493.183,-317.395
4.498,-488.3,-649.439,-161.139,566.428,-166.022,-405.289,1538.145,634.79,366.225,-620.141,-478.534,-317.395
4.5,-473.651,-673.854,-200.203,571.311,-136.724,-439.47,1577.209,590.843,205.086,-610.375,-473.651,-317.395
4.502,-463.885,-693.386,-229.501,576.194,-117.192,-463.885,1616.273,571.311,43.947,-590.843,-454.119,-307.629
4.504,-454.119,-708.035,-253.916,581.077,-102.543,-483.417,1660.22,537.13,-126.958,-571.311,-444.353,-297.863
