TIME IN SEC.,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
0.0,48.83,29.298,-19.532,-39.064,34.181,4.883,-19.532,-43.947,-19.532,43.947,24.415,-9.766
0.002,48.83,29.298,-19.532,-39.064,34.181,4.883,-19.532,-43.947,-19.532,43.947,24.415,-9.766
0.004,48.83,29.298,-19.532,-39.064,34.181,4.883,-19.532,-43.947,-19.532,43.947,24.415,-9.766
0.006,48.83,29.298,-19.532,-39.064,34.181,4.883,-19.532,-43.947,-19.532,43.947,24.415,-9.766
0.008,48.83,29.298,-19.532,-39.064,34.181,4.883,-19.532,-43.947,-19.532,43.947,24.415,-9.766
0.01,48.83,29.298,-19.532,-39.064,34.181,4.883,-19.532,-43.947,-19.532,43.947,24.415,-9.766
0.012,48.83,24.415,-24.415,-34.181,39.064,0.0,-14.649,-39.064,-19.532,43.947,19.532,-14.649
0.014,43.947,14.649,-29.298,-29.298,39.064,-4.883,0.0,-34.181,-24.415,39.064,14.649,-19.532
0.016,39.064,4.883,-34.181,-19.532,39.064,-14.649,0.0,-34.181,-24.415,34.181,14.649,-24.415
0.018,29.298,0.0,-29.298,-14.649,29.298,-14.649,4.883,-29.298,-24.415,34.181,9.766,-24.415
0.02,24.415,-9.766,-34.181,-4.883,29.298,-19.532,9.766,-24.415,-24.415,34.181,9.766,-29.298
0.022,14.649,-14.649,-29.298,0.0,19.532,-19.532,14.649,-19.532,-24.415,29.298,4.883,-29.298
0.024,9.766,-19.532,-29.298,4.883,19.532,-24.415,14.649,-19.532,-24.415,24.415,4.883,-34.181
0.026,0.0,-24.415,-24.415,9.766,9.766,-24.415,14.649,-19.532,-24.415,24.415,4.883,-34.181
0.028,-9.766,-24.415,-14.649,14.649,0.0,-19.532,14.649,-19.532,-29.298,19.532,0.0,-34.181
0.03,-14.649,-29.298,-14.649,19.532,0.0,-24.415,9.766,-19.532,-29.298,14.649,0.0,-34.181
0.032,-19.532,-29.298,-9.766,24.415,-4.883,-19.532,9.766,-19.532,-34.181,14.649,0.0,-34.181
0.034,-24.415,-34.181,-9.766,29.298,-9.766,-24.415,9.766,-24.415,-34.181,14.649,0.0,-34.181
0.036,-24.415,-34.181,-9.766,29.298,-9.766,-24.415,4.883,-29.298,-39.064,9.766,-9.766,-39.064
0.038,-29.298,-34.181,-4.883,29.298,-14.649,-19.532,4.883,-34.181,-43.947,9.766,-9.766,-39.064
0.04,-29.298,-34.181,-4.883,29.298,-14.649,-19.532,4.883,-34.181,-48.83,4.883,-14.649,-43.947
0.042,-29.298,-34.181,-4.883,29.298,-14.649,-19.532,4.883,-34.181,-53.713,4.883,-14.649,-43.947
0.044,-29.298,-34.181,-4.883,29.298,-14.649,-19.532,9.766,-39.064,-53.713,4.883,-19.532,-43.947
0.046,-24.415,-34.181,-9.766,29.298,-9.766,-24.415,9.766,-39.064,-58.596,4.883,-19.532,-43.947
0.048,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,14.649,-39.064,-58.596,0.0,-19.532,-43.947
0.05,-29.298,-29.298,0.0,29.298,-14.649,-14.649,14.649,-39.064,-58.596,0.0,-24.415,-43.947
0.052,-29.298,-29.298,0.0,29.298,-14.649,-14.649,19.532,-39.064,-58.596,0.0,-24.415,-43.947
0.054,-29.298,-29.298,0.0,29.298,-14.649,-14.649,19.532,-39.064,-58.596,0.0,-24.415,-48.83
0.056,-29.298,-29.298,0.0,29.298,-14.649,-14.649,19.532,-39.064,-58.596,0.0,-24.415,-48.83
0.058,-29.298,-29.298,0.0,29.298,-14.649,-14.649,19.532,-39.064,-58.596,4.883,-24.415,-48.83
0.06,-29.298,-29.298,0.0,29.298,-14.649,-14.649,19.532,-43.947,-58.596,4.883,-24.415,-48.83
0.062,-29.298,-29.298,0.0,29.298,-14.649,-14.649,19.532,-39.064,-53.713,9.766,-24.415,-48.83
0.064,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,19.532,-39.064,-48.83,9.766,-24.415,-48.83
0.066,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,14.649,-39.064,-43.947,14.649,-24.415,-48.83
0.068,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,14.649,-39.064,-39.064,14.649,-24.415,-48.83
0.07,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,14.649,-39.064,-34.181,14.649,-24.415,-48.83
0.072,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,9.766,-39.064,-34.181,19.532,-24.415,-48.83
0.074,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,9.766,-39.064,-34.181,19.532,-29.298,-48.83
0.076,-24.415,-29.298,-4.883,24.415,-9.766,-19.532,9.766,-39.064,-34.181,19.532,-29.298,-48.83
0.078,-29.298,-29.298,0.0,29.298,-14.649,-14.649,9.766,-39.064,-34.181,19.532,-29.298,-48.83
0.08,-29.298,-29.298,0.0,29.298,-14.649,-14.649,9.766,-39.064,-39.064,19.532,-29.298,-53.713
0.082,-29.298,-29.298,0.0,29.298,-14.649,-14.649,9.766,-34.181,-39.064,19.532,-29.298,-53.713
0.084,-34.181,-29.298,4.883,29.298,-19.532,-14.649,19.532,-29.298,-29.298,19.532,-24.415,-53.713
0.086,-34.181,-29.298,4.883,29.298,-19.532,-14.649,24.415,-19.532,-14.649,24.415,-24.415,-58.596
0.088,-39.064,-24.415,14.649,29.298,-29.298,-4.883,39.064,4.883,19.532,34.181,-24.415,-58.596
0.09,-43.947,-19.532,24.415,29.298,-34.181,0.0,53.713,34.181,63.479,48.83,-24.415,-63.479
0.092,-48.83,-14.649,34.181,29.298,-43.947,9.766,73.245,73.245,126.958,73.245,-24.415,-68.362
0.094,-48.83,0.0,48.83,24.415,-48.83,24.415,97.66,122.075,205.086,102.543,-29.298,-73.245
0.096,-48.83,14.649,63.479,14.649,-53.713,39.064,122.075,175.788,297.863,136.724,-29.298,-78.128
0.098,-39.064,29.298,68.362,4.883,-53.713,48.83,141.607,239.267,395.523,180.671,-24.415,-83.011
0.1,-29.298,48.83,78.128,-9.766,-53.713,63.479,156.256,292.98,498.066,239.267,-14.649,-78.128
0.102,0.0,78.128,78.128,-39.064,-39.064,78.128,161.139,336.927,590.843,307.629,14.649,-68.362
0.104,34.181,112.309,78.128,-73.245,-19.532,97.66,151.373,366.225,673.854,380.874,48.83,-48.83
0.106,78.128,156.256,78.128,-117.192,0.0,117.192,122.075,371.108,737.333,468.768,97.66,-24.415
0.108,126.958,209.969,83.011,-166.022,24.415,146.49,78.128,351.576,771.514,561.545,166.022,19.532
0.11,190.437,268.565,78.128,-229.501,58.596,175.788,19.532,302.746,771.514,664.088,253.916,68.362
0.112,263.682,327.161,63.479,-292.98,102.543,195.32,-53.713,239.267,742.216,751.982,341.81,126.958
0.114,341.81,385.757,43.947,-361.342,151.373,214.852,-136.724,146.49,673.854,830.11,439.47,190.437
0.116,415.055,449.236,34.181,-429.704,190.437,244.15,-229.501,48.83,561.545,878.94,527.364,258.799
0.118,478.534,498.066,19.532,-488.3,229.501,258.799,-312.512,-58.596,424.821,883.823,600.609,317.395
0.12,522.481,537.13,14.649,-527.364,253.916,278.331,-390.64,-175.788,249.033,834.993,654.322,371.108
0.122,537.13,561.545,24.415,-546.896,258.799,292.98,-459.002,-297.863,58.596,732.45,668.971,415.055
0.124,517.598,566.428,48.83,-542.013,234.384,307.629,-502.949,-405.289,-126.958,585.96,654.322,439.47
0.126,468.768,561.545,92.777,-512.715,190.437,327.161,-527.364,-517.598,-307.629,410.172,610.375,454.119
0.128,380.874,537.13,156.256,-459.002,112.309,346.693,-527.364,-615.258,-463.885,209.969,537.13,449.236
0.13,268.565,493.183,224.618,-380.874,24.415,361.342,-507.832,-693.386,-571.311,14.649,449.236,424.821
0.132,141.607,439.47,297.863,-288.097,-78.128,371.108,-468.768,-742.216,-629.907,-161.139,341.81,380.874
0.134,19.532,371.108,351.576,-195.32,-166.022,361.342,-415.055,-761.748,-639.673,-307.629,239.267,332.044
0.136,-102.543,297.863,400.406,-97.66,-249.033,346.693,-346.693,-751.982,-595.726,-424.821,126.958,268.565
0.138,-214.852,219.735,434.587,0.0,-322.278,327.161,-273.448,-708.035,-522.481,-507.832,24.415,195.32
0.14,-302.746,131.841,434.587,83.011,-366.225,283.214,-190.437,-639.673,-429.704,-566.428,-78.128,112.309
0.142,-366.225,48.83,415.055,156.256,-390.64,229.501,-112.309,-542.013,-317.395,-600.609,-170.905,29.298
0.144,-415.055,-39.064,375.991,224.618,-395.523,166.022,-34.181,-444.353,-209.969,-629.907,-253.916,-53.713
0.146,-439.47,-102.543,336.927,268.565,-390.64,117.192,34.181,-336.927,-97.66,-634.79,-322.278,-126.958
0.148,-449.236,-161.139,288.097,302.746,-371.108,63.479,92.777,-249.033,-9.766,-629.907,-375.991,-190.437
0.15,-454.119,-200.203,253.916,327.161,-356.459,24.415,146.49,-175.788,83.011,-605.492,-415.055,-249.033
0.152,-459.002,-229.501,229.501,341.81,-346.693,0.0,190.437,-126.958,156.256,-581.077,-434.587,-288.097
0.154,-463.885,-239.267,224.618,351.576,-346.693,-9.766,229.501,-97.66,229.501,-556.662,-444.353,-307.629
0.156,-473.651,-239.267,234.384,356.459,-356.459,-4.883,258.799,-92.777,278.331,-522.481,-444.353,-322.278
0.158,-478.534,-239.267,239.267,356.459,-361.342,0.0,288.097,-107.426,317.395,-493.183,-439.47,-332.044
0.16,-488.3,-234.384,253.916,361.342,-371.108,9.766,312.512,-122.075,346.693,-468.768,-434.587,-336.927
0.162,-498.066,-234.384,263.682,366.225,-380.874,14.649,341.81,-141.607,361.342,-439.47,-424.821,-341.81
0.164,-502.949,-239.267,263.682,371.108,-385.757,9.766,375.991,-161.139,366.225,-419.938,-419.938,-346.693
0.166,-507.832,-249.033,258.799,375.991,-385.757,4.883,410.172,-180.671,356.459,-395.523,-415.055,-351.576
0.168,-507.832,-268.565,239.267,385.757,-375.991,-14.649,449.236,-185.554,341.81,-380.874,-405.289,-351.576
0.17,-502.949,-288.097,214.852,395.523,-361.342,-39.064,483.417,-190.437,317.395,-366.225,-400.406,-351.576
0.172,-498.066,-307.629,190.437,400.406,-346.693,-58.596,522.481,-185.554,283.214,-361.342,-400.406,-346.693
0.174,-493.183,-336.927,156.256,415.055,-327.161,-92.777,561.545,-175.788,239.267,-361.342,-400.406,-346.693
0.176,-483.417,-361.342,122.075,419.938,-302.746,-122.075,595.726,-161.139,185.554,-361.342,-400.406,-346.693
0.178,-473.651,-390.64,83.011,429.704,-278.331,-156.256,639.673,-131.841,126.958,-366.225,-400.406,-346.693
0.18,-463.885,-424.821,39.064,444.353,-253.916,-195.32,673.854,-107.426,68.362,-366.225,-400.406,-351.576
0.182,-454.119,-449.236,4.883,449.236,-229.501,-224.618,708.035,-73.245,4.883,-371.108,-400.406,-356.459
0.184,-439.47,-468.768,-29.298,454.119,-205.086,-249.033,737.333,-39.064,-58.596,-366.225,-400.406,-361.342
0.186,-424.821,-488.3,-63.479,454.119,-180.671,-278.331,761.748,-14.649,-112.309,-361.342,-395.523,-361.342
0.188,-405.289,-498.066,-92.777,449.236,-156.256,-297.863,776.397,14.649,-156.256,-351.576,-385.757,-361.342
0.19,-390.64,-502.949,-112.309,444.353,-141.607,-307.629,786.163,34.181,-195.32,-336.927,-375.991,-361.342
0.192,-371.108,-502.949,-131.841,434.587,-122.075,-317.395,781.28,43.947,-224.618,-322.278,-361.342,-351.576
0.194,-356.459,-498.066,-141.607,424.821,-107.426,-322.278,771.514,48.83,-239.267,-307.629,-351.576,-346.693
0.196,-341.81,-488.3,-146.49,415.055,-97.66,-317.395,751.982,39.064,-244.15,-292.98,-336.927,-336.927
0.198,-332.044,-478.534,-146.49,405.289,-92.777,-312.512,727.567,29.298,-249.033,-273.448,-322.278,-327.161
0.2,-317.395,-463.885,-146.49,390.64,-87.894,-307.629,693.386,9.766,-249.033,-258.799,-307.629,-312.512
0.202,-307.629,-444.353,-136.724,375.991,-87.894,-292.98,659.205,-14.649,-249.033,-249.033,-297.863,-302.746
0.204,-297.863,-429.704,-131.841,361.342,-83.011,-283.214,615.258,-34.181,-249.033,-234.384,-283.214,-288.097
0.206,-283.214,-400.406,-117.192,341.81,-83.011,-258.799,561.545,-48.83,-249.033,-224.618,-273.448,-278.331
0.208,-273.448,-375.991,-102.543,322.278,-87.894,-239.267,512.715,-68.362,-253.916,-214.852,-258.799,-263.682
0.21,-253.916,-351.576,-97.66,302.746,-78.128,-224.618,454.119,-83.011,-253.916,-200.203,-244.15,-249.033
0.212,-234.384,-322.278,-87.894,278.331,-73.245,-205.086,390.64,-92.777,-249.033,-190.437,-224.618,-234.384
0.214,-209.969,-292.98,-83.011,249.033,-63.479,-190.437,336.927,-92.777,-239.267,-175.788,-209.969,-219.735
0.216,-180.671,-258.799,-78.128,219.735,-53.713,-170.905,283.214,-87.894,-224.618,-156.256,-185.554,-200.203
0.218,-151.373,-224.618,-73.245,185.554,-39.064,-151.373,229.501,-78.128,-200.203,-141.607,-166.022,-180.671
0.22,-122.075,-190.437,-68.362,156.256,-29.298,-131.841,175.788,-63.479,-175.788,-117.192,-141.607,-166.022
0.222,-97.66,-161.139,-63.479,126.958,-19.532,-112.309,136.724,-48.83,-151.373,-97.66,-122.075,-151.373
0.224,-73.245,-131.841,-58.596,102.543,-9.766,-97.66,102.543,-34.181,-126.958,-78.128,-107.426,-136.724
0.226,-53.713,-112.309,-58.596,83.011,0.0,-87.894,78.128,-24.415,-102.543,-63.479,-92.777,-126.958
0.228,-39.064,-92.777,-53.713,63.479,4.883,-73.245,58.596,-14.649,-83.011,-53.713,-78.128,-117.192
0.23,-34.181,-83.011,-48.83,58.596,4.883,-68.362,39.064,0.0,-68.362,-43.947,-68.362,-107.426
0.232,-24.415,-73.245,-48.83,48.83,9.766,-63.479,29.298,4.883,-58.596,-34.181,-63.479,-102.543
0.234,-19.532,-68.362,-48.83,43.947,14.649,-58.596,19.532,9.766,-58.596,-34.181,-58.596,-97.66
0.236,-19.532,-63.479,-43.947,39.064,9.766,-53.713,9.766,14.649,-53.713,-29.298,-53.713,-92.777
0.238,-19.532,-58.596,-39.064,39.064,9.766,-48.83,0.0,19.532,-53.713,-29.298,-48.83,-87.894
0.24,-14.649,-58.596,-43.947,34.181,14.649,-53.713,-9.766,19.532,-53.713,-24.415,-48.83,-83.011
0.242,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-19.532,19.532,-58.596,-24.415,-48.83,-78.128
0.244,-9.766,-53.713,-43.947,29.298,14.649,-48.83,-29.298,19.532,-63.479,-24.415,-48.83,-78.128
0.246,0.0,-53.713,-53.713,24.415,24.415,-53.713,-34.181,14.649,-68.362,-24.415,-48.83,-73.245
0.248,0.0,-48.83,-48.83,24.415,24.415,-48.83,-43.947,19.532,-73.245,-19.532,-48.83,-73.245
0.25,4.883,-48.83,-53.713,19.532,29.298,-48.83,-48.83,19.532,-73.245,-24.415,-53.713,-68.362
0.252,9.766,-43.947,-53.713,14.649,29.298,-48.83,-53.713,19.532,-68.362,-24.415,-53.713,-68.362
0.254,9.766,-43.947,-53.713,14.649,29.298,-48.83,-53.713,24.415,-58.596,-24.415,-58.596,-68.362
0.256,9.766,-43.947,-53.713,14.649,29.298,-48.83,-58.596,24.415,-48.83,-24.415,-58.596,-68.362
0.258,14.649,-39.064,-53.713,9.766,34.181,-43.947,-53.713,29.298,-34.181,-24.415,-58.596,-68.362
0.26,14.649,-39.064,-53.713,9.766,34.181,-43.947,-53.713,29.298,-19.532,-24.415,-63.479,-73.245
0.262,19.532,-39.064,-58.596,9.766,39.064,-48.83,-53.713,34.181,-9.766,-24.415,-63.479,-73.245
0.264,19.532,-34.181,-53.713,4.883,34.181,-43.947,-48.83,34.181,4.883,-24.415,-63.479,-78.128
0.266,19.532,-34.181,-53.713,4.883,34.181,-43.947,-48.83,39.064,9.766,-24.415,-63.479,-78.128
0.268,24.415,-34.181,-58.596,4.883,39.064,-43.947,-43.947,39.064,14.649,-24.415,-63.479,-78.128
0.27,24.415,-29.298,-53.713,0.0,39.064,-39.064,-43.947,39.064,9.766,-24.415,-68.362,-83.011
0.272,24.415,-29.298,-53.713,0.0,39.064,-39.064,-39.064,39.064,9.766,-24.415,-68.362,-83.011
0.274,24.415,-29.298,-53.713,0.0,39.064,-39.064,-39.064,43.947,9.766,-19.532,-63.479,-83.011
0.276,29.298,-29.298,-58.596,0.0,43.947,-43.947,-39.064,43.947,4.883,-19.532,-63.479,-87.894
0.278,29.298,-24.415,-53.713,0.0,39.064,-39.064,-39.064,43.947,4.883,-14.649,-63.479,-87.894
0.28,29.298,-24.415,-53.713,0.0,39.064,-39.064,-39.064,48.83,9.766,-14.649,-58.596,-87.894
0.282,34.181,-24.415,-58.596,-4.883,43.947,-39.064,-39.064,48.83,9.766,-9.766,-58.596,-92.777
0.284,34.181,-24.415,-58.596,-4.883,43.947,-39.064,-43.947,48.83,9.766,0.0,-53.713,-92.777
0.286,39.064,-24.415,-63.479,-4.883,48.83,-43.947,-48.83,48.83,9.766,4.883,-53.713,-92.777
0.288,39.064,-24.415,-63.479,-4.883,48.83,-43.947,-53.713,48.83,4.883,4.883,-48.83,-92.777
0.29,39.064,-24.415,-63.479,-4.883,48.83,-43.947,-63.479,53.713,4.883,9.766,-48.83,-92.777
0.292,43.947,-24.415,-68.362,-9.766,53.713,-43.947,-68.362,53.713,0.0,9.766,-48.83,-92.777
0.294,43.947,-24.415,-68.362,-9.766,53.713,-43.947,-78.128,53.713,-9.766,14.649,-43.947,-87.894
0.296,43.947,-19.532,-63.479,-9.766,53.713,-39.064,-83.011,58.596,-14.649,14.649,-43.947,-87.894
0.298,48.83,-19.532,-68.362,-14.649,58.596,-43.947,-87.894,58.596,-19.532,14.649,-43.947,-83.011
0.3,53.713,-19.532,-73.245,-14.649,63.479,-43.947,-92.777,58.596,-24.415,19.532,-43.947,-83.011
0.302,53.713,-19.532,-73.245,-14.649,63.479,-43.947,-97.66,63.479,-29.298,19.532,-43.947,-78.128
0.304,58.596,-19.532,-78.128,-19.532,68.362,-48.83,-102.543,63.479,-34.181,24.415,-39.064,-73.245
0.306,63.479,-14.649,-78.128,-24.415,68.362,-43.947,-102.543,58.596,-39.064,24.415,-39.064,-73.245
0.308,63.479,-14.649,-78.128,-24.415,68.362,-43.947,-102.543,58.596,-43.947,24.415,-39.064,-68.362
0.31,68.362,-9.766,-78.128,-29.298,73.245,-43.947,-102.543,58.596,-43.947,24.415,-39.064,-63.479
0.312,68.362,-9.766,-78.128,-29.298,73.245,-43.947,-97.66,63.479,-43.947,24.415,-39.064,-58.596
0.314,68.362,-9.766,-78.128,-29.298,73.245,-43.947,-92.777,63.479,-43.947,24.415,-39.064,-48.83
0.316,73.245,0.0,-73.245,-34.181,73.245,-34.181,-92.777,63.479,-43.947,24.415,-39.064,-43.947
0.318,73.245,0.0,-73.245,-34.181,73.245,-34.181,-87.894,63.479,-43.947,24.415,-39.064,-43.947
0.32,73.245,0.0,-73.245,-34.181,73.245,-34.181,-83.011,68.362,-43.947,24.415,-34.181,-39.064
0.322,78.128,0.0,-78.128,-39.064,78.128,-39.064,-83.011,68.362,-48.83,29.298,-29.298,-34.181
0.324,83.011,4.883,-78.128,-43.947,83.011,-34.181,-83.011,68.362,-58.596,29.298,-29.298,-34.181
0.326,87.894,4.883,-83.011,-43.947,87.894,-39.064,-83.011,68.362,-58.596,29.298,-29.298,-34.181
0.328,92.777,9.766,-83.011,-48.83,87.894,-34.181,-87.894,68.362,-68.362,29.298,-24.415,-29.298
0.33,97.66,9.766,-87.894,-53.713,92.777,-39.064,-87.894,68.362,-78.128,34.181,-14.649,-29.298
0.332,102.543,14.649,-87.894,-58.596,97.66,-34.181,-92.777,68.362,-87.894,34.181,-9.766,-24.415
0.334,107.426,19.532,-87.894,-63.479,97.66,-34.181,-97.66,68.362,-92.777,34.181,0.0,-24.415
0.336,112.309,19.532,-92.777,-63.479,102.543,-34.181,-102.543,73.245,-97.66,34.181,9.766,-19.532
0.338,117.192,24.415,-92.777,-68.362,107.426,-34.181,-112.309,73.245,-97.66,34.181,14.649,-19.532
0.34,122.075,29.298,-92.777,-73.245,107.426,-29.298,-122.075,73.245,-97.66,34.181,19.532,-14.649
0.342,126.958,34.181,-92.777,-78.128,112.309,-29.298,-131.841,73.245,-102.543,34.181,24.415,-9.766
0.344,131.841,39.064,-92.777,-83.011,112.309,-24.415,-141.607,68.362,-102.543,34.181,29.298,-9.766
0.346,136.724,43.947,-92.777,-87.894,117.192,-24.415,-151.373,68.362,-102.543,34.181,29.298,0.0
0.348,146.49,48.83,-97.66,-97.66,122.075,-24.415,-161.139,68.362,-107.426,34.181,34.181,4.883
0.35,151.373,58.596,-92.777,-102.543,122.075,-14.649,-170.905,63.479,-107.426,34.181,39.064,9.766
0.352,161.139,63.479,-97.66,-112.309,131.841,-14.649,-180.671,63.479,-107.426,34.181,39.064,14.649
0.354,166.022,73.245,-92.777,-117.192,131.841,-9.766,-185.554,63.479,-107.426,34.181,43.947,19.532
0.356,170.905,78.128,-92.777,-122.075,131.841,-4.883,-195.32,63.479,-107.426,39.064,43.947,24.415
0.358,180.671,83.011,-97.66,-131.841,141.607,-4.883,-200.203,63.479,-102.543,39.064,48.83,29.298
0.36,185.554,92.777,-92.777,-136.724,141.607,0.0,-209.969,63.479,-97.66,43.947,48.83,39.064
0.362,195.32,102.543,-92.777,-146.49,146.49,4.883,-214.852,58.596,-87.894,48.83,53.713,43.947
0.364,205.086,112.309,-92.777,-156.256,151.373,9.766,-219.735,58.596,-78.128,53.713,58.596,48.83
0.366,214.852,122.075,-92.777,-166.022,156.256,14.649,-224.618,53.713,-68.362,58.596,58.596,53.713
0.368,224.618,131.841,-92.777,-175.788,161.139,19.532,-229.501,48.83,-58.596,63.479,63.479,63.479
0.37,229.501,141.607,-87.894,-185.554,161.139,29.298,-239.267,48.83,-48.83,73.245,68.362,68.362
0.372,234.384,151.373,-83.011,-190.437,161.139,34.181,-244.15,43.947,-34.181,78.128,73.245,73.245
0.374,239.267,161.139,-78.128,-200.203,161.139,43.947,-249.033,43.947,-19.532,87.894,78.128,78.128
0.376,244.15,170.905,-73.245,-205.086,161.139,48.83,-253.916,43.947,-9.766,92.777,83.011,83.011
0.378,249.033,180.671,-68.362,-214.852,161.139,58.596,-258.799,43.947,9.766,102.543,87.894,87.894
0.38,253.916,190.437,-63.479,-219.735,161.139,63.479,-268.565,39.064,24.415,112.309,97.66,92.777
0.382,263.682,205.086,-58.596,-234.384,161.139,73.245,-273.448,39.064,39.064,122.075,102.543,97.66
0.384,268.565,214.852,-53.713,-239.267,161.139,83.011,-278.331,39.064,53.713,131.841,112.309,102.543
0.386,273.448,229.501,-43.947,-249.033,161.139,92.777,-283.214,34.181,63.479,141.607,117.192,107.426
0.388,273.448,239.267,-34.181,-253.916,156.256,102.543,-292.98,34.181,78.128,151.373,122.075,112.309
0.39,278.331,249.033,-29.298,-263.682,156.256,112.309,-297.863,34.181,92.777,161.139,131.841,117.192
0.392,278.331,258.799,-19.532,-268.565,151.373,122.075,-302.746,34.181,107.426,166.022,136.724,117.192
0.394,278.331,268.565,-9.766,-273.448,146.49,131.841,-312.512,34.181,117.192,175.788,141.607,122.075
0.396,283.214,278.331,-4.883,-278.331,146.49,136.724,-317.395,34.181,126.958,180.671,146.49,122.075
0.398,283.214,283.214,0.0,-283.214,141.607,141.607,-317.395,39.064,136.724,185.554,151.373,126.958
0.4,278.331,292.98,14.649,-283.214,131.841,156.256,-322.278,43.947,151.373,195.32,151.373,126.958
0.402,278.331,297.863,19.532,-288.097,131.841,161.139,-322.278,43.947,161.139,209.969,156.256,131.841
0.404,278.331,302.746,24.415,-288.097,126.958,166.022,-322.278,48.83,170.905,214.852,161.139,131.841
0.406,273.448,307.629,34.181,-288.097,122.075,170.905,-322.278,48.83,185.554,219.735,161.139,131.841
0.408,273.448,312.512,39.064,-292.98,117.192,175.788,-322.278,53.713,205.086,224.618,166.022,131.841
0.41,268.565,317.395,48.83,-292.98,112.309,185.554,-317.395,58.596,219.735,229.501,166.022,131.841
0.412,263.682,317.395,53.713,-288.097,107.426,185.554,-317.395,63.479,239.267,234.384,166.022,131.841
0.414,253.916,317.395,63.479,-283.214,97.66,190.437,-307.629,68.362,258.799,239.267,166.022,126.958
0.416,244.15,317.395,73.245,-278.331,87.894,195.32,-297.863,73.245,273.448,239.267,166.022,126.958
0.418,239.267,312.512,73.245,-273.448,83.011,195.32,-288.097,78.128,292.98,244.15,166.022,122.075
0.42,229.501,307.629,78.128,-268.565,78.128,195.32,-278.331,83.011,302.746,249.033,161.139,117.192
0.422,219.735,302.746,83.011,-258.799,68.362,195.32,-258.799,87.894,317.395,249.033,161.139,112.309
0.424,209.969,297.863,87.894,-253.916,63.479,195.32,-244.15,92.777,322.278,253.916,156.256,107.426
0.426,195.32,288.097,92.777,-239.267,53.713,190.437,-229.501,97.66,322.278,253.916,156.256,102.543
0.428,185.554,278.331,92.777,-229.501,48.83,185.554,-209.969,97.66,327.161,249.033,151.373,97.66
0.43,170.905,273.448,102.543,-219.735,34.181,190.437,-185.554,102.543,322.278,244.15,146.49,92.777
0.432,161.139,263.682,102.543,-209.969,29.298,185.554,-170.905,107.426,322.278,239.267,141.607,87.894
0.434,151.373,253.916,102.543,-200.203,24.415,180.671,-151.373,112.309,317.395,234.384,136.724,83.011
0.436,141.607,239.267,97.66,-190.437,24.415,170.905,-136.724,112.309,312.512,224.618,126.958,73.245
0.438,131.841,229.501,97.66,-180.671,19.532,166.022,-122.075,117.192,307.629,214.852,122.075,68.362
0.44,122.075,219.735,97.66,-170.905,14.649,161.139,-112.309,117.192,297.863,209.969,117.192,63.479
0.442,112.309,205.086,92.777,-156.256,9.766,151.373,-97.66,112.309,292.98,195.32,117.192,58.596
0.444,102.543,190.437,87.894,-146.49,9.766,141.607,-87.894,112.309,283.214,190.437,112.309,48.83
0.446,97.66,180.671,83.011,-136.724,9.766,131.841,-78.128,107.426,268.565,180.671,107.426,43.947
0.448,87.894,166.022,78.128,-126.958,4.883,122.075,-68.362,102.543,258.799,175.788,102.543,39.064
0.45,78.128,156.256,78.128,-117.192,0.0,117.192,-63.479,97.66,244.15,166.022,92.777,34.181
0.452,68.362,146.49,78.128,-107.426,-4.883,112.309,-58.596,92.777,224.618,156.256,87.894,34.181
0.454,63.479,136.724,73.245,-97.66,-4.883,107.426,-53.713,87.894,209.969,146.49,83.011,29.298
0.456,53.713,126.958,73.245,-87.894,-9.766,102.543,-48.83,87.894,185.554,136.724,78.128,29.298
0.458,43.947,117.192,73.245,-78.128,-14.649,97.66,-39.064,83.011,170.905,126.958,73.245,29.298
0.46,39.064,107.426,68.362,-73.245,-14.649,87.894,-39.064,78.128,151.373,117.192,68.362,24.415
0.462,34.181,97.66,63.479,-63.479,-14.649,83.011,-34.181,68.362,136.724,107.426,63.479,19.532
0.464,29.298,92.777,63.479,-58.596,-14.649,78.128,-29.298,63.479,122.075,97.66,58.596,19.532
0.466,24.415,83.011,58.596,-53.713,-14.649,73.245,-19.532,58.596,112.309,92.777,53.713,19.532
0.468,19.532,78.128,58.596,-48.83,-19.532,68.362,-14.649,53.713,102.543,83.011,48.83,14.649
0.47,14.649,73.245,58.596,-43.947,-19.532,68.362,-14.649,48.83,92.777,73.245,43.947,9.766
0.472,9.766,63.479,53.713,-34.181,-19.532,58.596,-9.766,43.947,83.011,63.479,39.064,9.766
0.474,9.766,58.596,48.83,-34.181,-19.532,53.713,0.0,43.947,73.245,58.596,34.181,9.766
0.476,4.883,53.713,48.83,-29.298,-19.532,53.713,4.883,39.064,63.479,48.83,29.298,4.883
0.478,4.883,43.947,39.064,-24.415,-14.649,43.947,4.883,34.181,53.713,43.947,29.298,4.883
